Site ID,Which folder?,Shared sites,Location description,Borough,Functional area for monitoring,Road type,Is it on the strategic CIO panel?,Easting (UK Grid),Northing (UK Grid),Latitude,Longitude
CSHCY137,Strategic counts,CGRCY027,Outer Circle (north),Westminster,Inner,Local Street,1,527939.25,183467.56,51.535618,-0.15677466
CSHCY138,Strategic counts,0,Vauxhall Bridge Road,Westminster,Inner,A Road,1,529823.68,178408.31,51.489725,-0.13148791
CSHCY139,Cycleway counts,CENCY209,Sidmouth Square,Camden,Central,Minor Road,0,530554.1031,182581.016,51.527058,-0.11942149
CSHCY140,Cycleway counts,INNCY070,Hammersmith Road,Hammersmith & Fulham,Inner,A Road,0,524034.4283,178735.8067,51.493962,-0.21471036
CSHCY141,Cycleway counts,0,King Street (by the Mall),Hammersmith & Fulham,Inner,A Road,0,523098.8942,178559.6571,51.492584,-0.22824759
CSHCY142,Cycleway counts,INNCY071,King Street,Hammersmith & Fulham,Inner,A Road,0,522509.9989,178605.1441,51.493126,-0.23671146
CSHCY143,Cycleway counts,OUTCY042,Chiswick High Road,Hounslow,Outer,A Road,0,521433.5732,178547.4506,51.492836,-0.25222285
CSHCY144,Cycleway counts,INNCY064,Notting Hill Gate,Kensington & Chelsea,Inner,A Road,0,525499.9961,180522.9951,51.509698,-0.19298344
CSHCY145,Cycleway counts,INNCY051,Holland Park Avenue,Kensington & Chelsea,Inner,A Road,0,524675,180242,51.507364,-0.20494969
CSHCY146,Cycleway counts,0,Shepherds Bush station,Hammersmith & Fulham,Inner,A Road,0,523734,179878,51.5043,-0.21862907
CSHCY147,Cycleway counts,INNCY072,Wood Lane,Hammersmith & Fulham,Inner,A Road,0,523306,180552,51.51045,-0.22455708
CSHCY148,Cycleway counts,CSHCY099,Westway (White City),Hammersmith & Fulham,Inner,A Road,0,522148,180960,51.514369,-0.2410941
CSHCY149,Cycleway counts,CSHCY098,Western Avenue (Savoy Circus),Ealing,Inner,A Road,0,521446,180893,51.513918,-0.25122873
CSHCY150,Cycleway counts,0,Western Avenue (Gypsy Corner),Ealing,Outer,A Road,0,520519,181817,51.52242,-0.26426549
CSHCY151,Cycleway counts,0,Heathfield Terrace,Hounslow,Outer,A Road,0,520205.0014,178299.0017,51.49087,-0.26998711
CSHCY152,Cycleway counts,0,Kew Bridge Road,Hounslow,Outer,A Road,0,518844,178014,51.488595,-0.28967704
CSHCY153,Cycleway counts,0,High Street,Hounslow,Outer,A Road,0,517265.2578,177284.732,51.482364,-0.31265096
CSHCY154,Cycleway counts,0,London Road,Hounslow,Outer,A Road,0,516468.9993,176817.9956,51.478331,-0.32427715
CSHCY155,Cycleway counts,OUTCY036,London Road (Isleworth station),Hounslow,Outer,A Road,0,515441.714,176433.246,51.47509,-0.33918437
CSHCY156,Cycleway counts,0,High Street London,Hounslow,Outer,A Road,0,514681.9977,176035.9995,51.471667,-0.35025158
CSHCY157,Strategic counts,CGRCY030,Outer Circle (east),Camden,Inner,Local Street,1,528724.277,182539.298,51.5271,-0.14580181
CSHCY158,Cycleway counts,CGRCY065,Judd Street,Camden,Central,B Road,0,530151.439,182677.799,51.528013,-0.12519206
CSHCY159,Cycleway counts,0,Hammersmith Gyratory (north arm),Hammersmith & Fulham,Inner,A Road,0,523425,178624,51.493094,-0.22351384
CSHCY160,0,0,Brentford High Street,Hounslow,Outer,A Road,0,518108,177632,51.485318,-0.30040473
CSHCY202,Cycleway counts,0,Chiswick High Road (railway bridge),Hounslow,Outer,A Road,0,519063,178135,51.489637,-0.28648352
C01,Cycleway counts,0,Hyde Park Victoria Gate,Westminster,Inner,0,0,526929,180817,51.512031,-0.17228261
C01_aut18,Cycleway counts,0,Birdcage Walk jw Horse Guards Road,Westminster,Central,0,0,529904,179699,51.501308,-0.1298471
C01_aut21,Cycleway counts,0,Great George Street jw Parliament Square,Westminster,Central,0,0,530082,179678,51.501078,-0.12729184
C02,Cycleway counts,0,Westbourne Terrace jw Cleveland Terrace,Westminster,Inner,0,0,526315,181328,51.51676,-0.18094291
C02_aut18,Cycleway counts,0,Duke of Wellington Place,Westminster,Inner,0,0,528475,179798,51.502524,-0.15038728
C03,Cycleway counts,0,Blackfriars junction,City of London,Central,0,0,531654,180917,51.511849,-0.10419507
C04,Cycleway counts,0,Hyde Park Corner,Westminster,Inner,0,0,528335,179833,51.50287,-0.15239048
C05,Cycleway counts,0,Blackfriars Road jw The Cut,Southwark,Central,0,0,531653,180011,51.503707,-0.1045474
C06,Cycleway counts,0,Farringdon Street jw Stonecutter Street,City of London,Central,0,0,531598,181356,51.515807,-0.10483785
C07,Cycleway counts,0,Pitfield Street jw Old Street,Hackney,Inner,0,0,533019,182579,51.526465,-0.08390977
C08,Cycleway counts,0,Stoke Newington Church Street,Hackney,Inner,0,0,533270,186561,51.562189,-0.078787083
C09,Cycleway counts,0,Whitechapel Road (Royal London Hospital),Tower Hamlets,Inner,0,0,534504,181726,51.518448,-0.062841753
C10,Cycleway counts,0,Mile End Road (Mile End station),Tower Hamlets,Inner,0,0,536450,182523,51.525144,-0.034504112
C11,Cycleway counts,0,Stratford High Street jw Warton Road,Newham,Inner,0,0,538422,183706,51.535295,-0.005632117
C12,Cycleway counts,0,Canning Town roundabout,Newham,Outer,0,0,539442,181523,51.515428,0.00820119
C13,Cycleway counts,0,Cable Street jw Cannon Street Road,Tower Hamlets,Inner,0,0,534653,180907,51.511053,-0.06100817
C14,Cycleway counts,0,Clapham South station,Lambeth,Inner,0,0,528823,174293,51.452973,-0.14738196
C15,Cycleway counts,0,Oval station,Lambeth,Inner,0,0,531172,177583,51.482,-0.11237509
C16,Cycleway counts,0,Battersea Park Road jw Latchmere Road,Wandsworth,Inner,0,0,527517,176398,51.472185,-0.1654089
C17,Cycleway counts,0,Chelsea Bridge,Westminster,Inner,0,0,528544,177936,51.485775,-0.15007129
C18,Cycleway counts,0,Harleyford Road jw Durham Street,Lambeth,Inner,0,0,530729,177885,51.484816,-0.11863936
C19,Cycleway counts,0,Vauxhall Bridge,Westminster,Inner,0,0,529965,178295,51.488677,-0.12948535
C20,Cycleway counts,0,Southwark Bridge Road jw Southwark Street,Southwark,Central,0,0,532268,180163,51.50493,-0.095634838
C21,Cycleway counts,0,Finchley Road ,Camden,Inner,0,0,525512,185474,51.554199,-0.19103291
C22,Cycleway counts,0,Avenue Road (Regent's Park) ,Westminster,Inner,0,0,527458,183382,51.534963,-0.1637366
C23,Cycleway counts,0,Tavistock Place jw Judd Street,Camden,Central,0,0,530258,182469,51.526119,-0.12372732
C24,Cycleway counts,0,Farringdon Road jw Charterhouse Street,City of London,Central,0,0,531558,181660,51.518548,-0.10530061
C25,Cycleway counts,0,Jamaica Road jw St James's Road,Southwark,Inner,0,0,534326,179443,51.497975,-0.066274482
C26,Cycleway counts,0,Creek Road jw Norway Street / Norman Road,Greenwich,Outer,0,0,537943,177695,51.481397,-0.014883157
C27,Cycleway counts,0,Portland Place jw New Cavendish Street,Westminster,Central,0,0,528811,181725,51.519765,-0.14484571
C28,Cycleway counts,0,St Dunstans Avenue / Western Avenue jw Friary Road,Ealing,Outer,0,0,520732,181330,51.517998,-0.26136357
C29,Cycleway counts,0,Westway jw Wood Lane,Hammersmith & Fulham,Inner,0,0,523176,181051,51.514963,-0.22625522
C30,Cycleway counts,0,Western Avenue jw Horn Lane / Victoria Road,Ealing,Outer,0,0,520559,181704,51.521396,-0.26372785
C31,Cycleway counts,0,Hammersmith Road jw Edith Road / Brook Green,Hammersmith & Fulham,Inner,0,0,524040,178740,51.494005,-0.21462222
C32,Cycleway counts,0,Chiswick High Road jw Turnham Green Terrace,Hounslow,Outer,0,0,521218,178530,51.49273,-0.25532408
C33,0,0,London Road jw Twickenham Road / Spur Road,Hounslow,Outer,0,0,516516,176844,51.478564,-0.32357738
C34,0,0,London Road jw Bridge Road / Worton Way,Hounslow,Outer,0,0,514701,176047,51.471771,-0.34995986
C35,Cycleway counts,0,Phoenix Place / Pakenham Street jw Calthorpe Street,Camden,Central,0,0,530916,182414,51.525473,-0.1142682
C36,Cycleway counts,0,Western Avenue jw Leamington Park,Ealing,Outer,0,0,520650,181500,51.519543,-0.26248666
C37,Cycleway counts,0,Wood Lane jw Ariel Way,Hammersmith & Fulham,Inner,0,0,523314,180428,51.509334,-0.22448518
N06,Cycleway counts,0,Evelyn Street jw Oxestalls Road,Lewisham,Inner,0,0,536335,178354,51.487708,-0.037770969
INNCY001,Strategic counts,0,Grove Road,Tower Hamlets,Inner,A Road,1,536005.2346,183224.9317,51.53155,-0.040644187
INNCY002,Strategic counts,0,Lea Bridge Road,Waltham Forest,Inner,A Road,1,535642.254,186677.1935,51.562667,-0.044544182
INNCY003,Strategic counts,CFRCY010,Burdett Road (south of Limehouse Cut),Tower Hamlets,Inner,A Road,1,536945,181263,51.513702,-0.027862563
INNCY004,Strategic counts,0,Seven Sisters Road (Finsbury Park),Islington,Inner,A Road,1,531355.3829,186695.0883,51.563842,-0.10634727
INNCY005,Strategic counts,0,Seven Sisters Road,Haringey,Inner,A Road,1,532769.8561,188001.3644,51.575248,-0.085466792
INNCY006,Strategic counts,0,Hornsey Rise,Islington,Inner,A Road,1,530080.34,187472.06,51.57112,-0.12444359
INNCY007,Strategic counts,0,York Way,Islington,Inner,A Road,1,530305.0611,183746.5623,51.537584,-0.12257813
INNCY008,Strategic counts,0,Well Street,Hackney,Inner,A Road,1,535194.877,184187.5961,51.540399,-0.051959417
INNCY009,Strategic counts,0,Hackney Road,Tower Hamlets,Inner,A Road,1,534597.9428,183233.2893,51.531968,-0.060926954
INNCY010,Strategic counts,0,Tower Bridge,Tower Hamlets,Inner,A Road,1,533697.7553,180336.7584,51.506149,-0.074992281
INNCY011,Strategic counts,0,Westferry Road,Tower Hamlets,Inner,A Road,1,537205.0312,179057.2546,51.493815,-0.024975406
INNCY012,Strategic counts,0,Dulwich Road,Lambeth,Inner,A Road,1,531402.792,174615.1462,51.455274,-0.11016722
INNCY013,Strategic counts,0,Old Kent Road (New Cross Gate),Lewisham,Inner,A Road,1,535246.8456,177292.7197,51.478426,-0.053852324
INNCY014,Strategic counts,0,New Cross Road,Lewisham,Inner,A Road,1,537067.2892,176982.7385,51.475203,-0.027766731
INNCY015,Strategic counts,0,Streatham High Road,Lambeth,Inner,A Road,1,530230.2042,172489.7046,51.436439,-0.12780729
INNCY016,Strategic counts,0,Brixton Hill,Lambeth,Inner,A Road,1,530770.0166,174613.6666,51.455402,-0.11925884
INNCY017,Strategic counts,0,Brixton Road,Lambeth,Inner,A Road,1,531192.7491,176321.7777,51.470654,-0.11255545
INNCY018,Strategic counts,0,Stockwell Road,Lambeth,Inner,A Road,1,530831.1372,175940.6568,51.467314,-0.11789084
INNCY019,Strategic counts,0,South Lambeth Road,Lambeth,Inner,A Road,1,530435.1352,176985.5077,51.476796,-0.12320316
INNCY020,Strategic counts,0,Peckham Rye,Southwark,Inner,A Road,1,534437.3538,175952.5234,51.466577,-0.066004094
INNCY021,Strategic counts,0,Kennigton Lane,Lambeth,Inner,A Road,1,531449.5662,178461.0053,51.489826,-0.10806177
INNCY022,Strategic counts,0,New Kent Road,Southwark,Inner,A Road,1,532247.9025,179001.9805,51.494493,-0.096372403
INNCY023,Strategic counts,0,Rotherhithe New Road,Southwark,Inner,A Road,1,535073.048,178558.2875,51.489844,-0.055858156
INNCY024,Strategic counts,0,Norwood Road,Southwark,Inner,A Road,1,532063.04,174181.5203,51.45122,-0.10082115
INNCY025,Strategic counts,0,London Road,Lewisham,Inner,A Road,1,534755.003,173070.9982,51.440603,-0.062525776
INNCY026,Strategic counts,0,Old Kent Road,Southwark,Inner,A Road,1,533968.721,178109.9658,51.486072,-0.071934597
INNCY027,Strategic counts,0,Parkside High Street,Merton,Inner,A Road,1,523535.5361,171973.5123,51.433299,-0.22425516
INNCY028,Strategic counts,0,Upper Richmond Road,Wandsworth,Inner,A Road,1,523111.2288,175297.9707,51.463265,-0.22919618
INNCY029,Strategic counts,0,Wandsworth Bridge,Hammersmith & Fulham,Inner,A Road,1,525948.0822,175604.6429,51.465401,-0.18826973
INNCY030,Strategic counts,0,Putney Bridge,Hammersmith & Fulham,Inner,A Road,1,524261.489,175780.2727,51.467355,-0.21248083
INNCY031,Strategic counts,0,Lillie Road,Hammersmith & Fulham,Inner,A Road,1,523973.0026,177537.9995,51.483209,-0.21600889
INNCY032,Strategic counts,0,Battersea Park Road,Wandsworth,Inner,A Road,1,529186.4454,177288.271,51.479805,-0.1410671
INNCY033,Strategic counts,0,Battersea Bridge Road,Wandsworth,Inner,A Road,1,527089.6109,177224.8992,51.479705,-0.17127098
INNCY034,Strategic counts,0,Albert Bridge Road,Wandsworth,Inner,A Road,1,527453.0037,177342.9954,51.480683,-0.16598961
INNCY035,Strategic counts,0,Cedars Road,Lambeth,Inner,A Road,1,528627.0015,175500.0029,51.463864,-0.1497626
INNCY036,Strategic counts,0,Kingston Road,Wandsworth,Inner,A Road,1,522607.3978,173118.1547,51.443791,-0.23720212
INNCY037,Strategic counts,0,West Hill,Wandsworth,Inner,A Road,1,524287.024,174214.7308,51.453275,-0.21265661
INNCY038,Strategic counts,0,Putney Hill,Wandsworth,Inner,A Road,1,523822.5302,174511.7558,51.456046,-0.21924153
INNCY039,Strategic counts,0,Morden Road,Merton,Inner,A Road,1,525784.1044,169914.4018,51.414301,-0.1926491
INNCY040,Strategic counts,0,Durnsford Road,Merton,Inner,A Road,1,525516.7913,172111.3329,51.434105,-0.19572333
INNCY041,Strategic counts,0,Falcon Road,Wandsworth,Inner,A Road,1,527236.9996,175763.9973,51.466542,-0.16968089
INNCY042,Strategic counts,0,King's Road,Hammersmith & Fulham,Inner,A Road,1,526015.4031,177204.0951,51.479765,-0.18673567
INNCY043,Strategic counts,0,Chelsea Embankment,Kensington & Chelsea,Inner,A Road,1,528117.836,177811.0614,51.484748,-0.15626292
INNCY044,Strategic counts,0,Clapham Common (north side),Wandsworth,Inner,A Road,1,528264.293,175206.107,51.461304,-0.15509174
INNCY045,Strategic counts,0,Fulham Road,Hammersmith & Fulham,Inner,A Road,1,525713.2464,177237.5555,51.480129,-0.1910705
INNCY046,Strategic counts,0,Buckhold Road,Wandsworth,Inner,A Road,1,525357.6122,174311.3731,51.453912,-0.19723103
INNCY047,Strategic counts,0,Scrubs Lane,Hammersmith & Fulham,Inner,A Road,1,522577.3198,182268.0956,51.526031,-0.2344603
INNCY048,Strategic counts,0,The Vale,Ealing,Inner,A Road,1,520630.6279,180048.321,51.506498,-0.26327113
INNCY049,Strategic counts,0,Goldhawk Road,Hammersmith & Fulham,Inner,A Road,1,523159.685,179646.6859,51.50234,-0.22699034
INNCY050,Strategic counts,0,Shepherd's Bush Road,Hammersmith & Fulham,Inner,A Road,1,523384.9978,178938.9985,51.495928,-0.2239977
INNCY051,Strategic counts,CSHCY145,Holland Park Avenue,Kensington & Chelsea,Inner,A Road,1,524675,180242,51.507364,-0.20494969
INNCY052,Strategic counts,0,Kensington High Street,Kensington & Chelsea,Inner,A Road,1,525180.2939,179354.6495,51.499272,-0.19799184
INNCY053,Strategic counts,0,Kilburn High Road (Brondesbury),Camden,Inner,A Road,1,524824.0907,184402.5846,51.544717,-0.20133122
INNCY054,Strategic counts,0,Kilburn High Road (Kilburn Park),Camden,Inner,A Road,1,525464.0641,183569.603,51.53709,-0.19240349
INNCY055,Strategic counts,0,Haverstock Hill,Camden,Inner,A Road,1,527394.9997,185045.0007,51.549922,-0.16405741
INNCY056,Strategic counts,0,Kentish Town Road,Camden,Inner,A Road,1,528997.5593,185036.973,51.549477,-0.1409545
INNCY057,Strategic counts,CGRCY073,Hampstead Road,Camden,Inner,A Road,1,529211,182856,51.529838,-0.13866937
INNCY058,Strategic counts,0,Eversholt Street,Camden,Inner,A Road,1,529472.4995,182994.6476,51.531018,-0.13485821
INNCY059,Strategic counts,0,Prince Albert Road,Camden,Inner,A Road,1,528131.3002,183674.7029,51.537435,-0.15393269
INNCY060,Strategic counts,CGRCY108,Sussex Gardens,Westminster,Inner,A Road,1,527038.1535,181308.6202,51.516419,-0.17053594
INNCY061,Strategic counts,0,Great Western Road,Westminster,Inner,A Road,1,524944.6995,181742.396,51.520786,-0.20054457
INNCY062,Strategic counts,0,Archway Road,Haringey,Inner,A Road,1,528501.0005,188148.0024,51.577557,-0.14696736
INNCY063,Strategic counts,0,Albany Street,Camden,Inner,A Road,1,528745.52,183053.72,51.531714,-0.14531155
INNCY064,Strategic counts,CSHCY144,Notting Hill Gate,Kensington & Chelsea,Inner,A Road,1,525499.9961,180522.9951,51.509698,-0.19298344
INNCY065,Strategic counts,0,Kensington Church Street,Kensington & Chelsea,Inner,A Road,1,525433.3678,180044.0822,51.505417,-0.19410383
INNCY066,Strategic counts,0,Kensington Road,Westminster,Inner,A Road,1,526191.6083,179640.2978,51.501618,-0.18333255
INNCY067,Strategic counts,0,Old Brompton Road,Kensington & Chelsea,Inner,A Road,1,525365.816,178040.2458,51.487422,-0.19579437
INNCY068,Strategic counts,0,Earl's Court Road,Kensington & Chelsea,Inner,A Road,1,525574.5974,178544.7314,51.491906,-0.19260669
INNCY069,Strategic counts,0,Warwick Road,Kensington & Chelsea,Inner,A Road,1,525336.6862,178371.0811,51.490404,-0.19609442
INNCY070,Strategic counts,CSHCY140,Hammersmith Road,Hammersmith & Fulham,Inner,A Road,1,524034.4283,178735.8067,51.493962,-0.21471036
INNCY071,Strategic counts,CSHCY142,King Street,Hammersmith & Fulham,Inner,A Road,1,522509.9989,178605.1441,51.493126,-0.23671146
INNCY072,Strategic counts,CSHCY147,Wood Lane,Hammersmith & Fulham,Inner,A Road,1,523287.5741,180683.0193,51.511632,-0.22478496
INNCY073,Strategic counts,0,Hammersmith Bridge Road,Hammersmith & Fulham,Inner,A Road,1,523004.6201,178144.5859,51.488875,-0.22974538
INNCY074,Strategic counts,0,Great West Road,Hammersmith & Fulham,Inner,A Road,1,522189.9998,178370.0014,51.491083,-0.24139984
INNCY075,Strategic counts,0,Fulham Road,Kensington & Chelsea,Inner,A Road,1,527066.7721,178616.7807,51.49222,-0.17110153
INNCY076,Strategic counts,0,Buckingham Palace Road,Westminster,Inner,A Road,1,528640.6801,178626.9578,51.491954,-0.14843825
INNCY077,Strategic counts,0,King's Road (Belgravia),Kensington & Chelsea,Inner,A Road,1,527597.0037,178335.0014,51.489575,-0.16355857
INNCY078,Strategic counts,0,Chalk Farm Road,Camden,Inner,A Road,1,528572.9964,184248.9985,51.542493,-0.14736821
INNCY079,Strategic counts,0,Park Road,Westminster,Inner,A Road,1,527569.0035,182420.0021,51.526292,-0.16248525
INNCY080,Strategic counts,0,Highbury Grove,Islington,Inner,A Road,1,531956.5798,184908.1998,51.547644,-0.098351747
INNCY081,Strategic counts,0,Stoke Newington Road,Hackney,Inner,A Road,1,533566.7495,185657.6653,51.553996,-0.074862539
INNCY082,Strategic counts,0,Cambridge Heath Road,Tower Hamlets,Inner,A Road,1,534917.9254,183093.7392,51.530634,-0.056369997
INNCY083,Strategic counts,0,East Dulwich Road,Southwark,Inner,A Road,1,533062.0034,174499.9992,51.453844,-0.086333248
INNCY084,Strategic counts,0,Acre Lane,Lambeth,Inner,A Road,1,530630.5019,175107.2953,51.459874,-0.12109035
INNCY085,Strategic counts,0,Fulham High Street,Hammersmith & Fulham,Inner,A Road,1,524394.9848,176092.9632,51.47013,-0.2104574
INNCY086,Strategic counts,0,Garratt Lane,Wandsworth,Inner,A Road,1,525867.9979,173232.0021,51.444101,-0.19027841
INNCY087,Strategic counts,0,Latchmere Road,Wandsworth,Inner,A Road,1,527702.86,175888.38,51.46756,-0.16293086
INNCY088,Strategic counts,0,Mitcham Lane,Wandsworth,Inner,A Road,1,529274.9973,171070.001,51.423905,-0.14207058
INNCY089,Strategic counts,0,Walworth Road,Southwark,Inner,A Road,1,532445.8087,177980.173,51.485271,-0.093904629
INNCY090,Strategic counts,0,Wandsworth Road,Lambeth,Inner,A Road,1,530118.7639,177537.6996,51.48183,-0.127562
INNCY091,Strategic counts,0,South Croxted Road,Southwark,Inner,A Road,1,532893.2352,172185.4717,51.433089,-0.089632093
INNCY092,Strategic counts,0,Lewisham Way,Lewisham,Inner,A Road,1,537388.8136,176162.7732,51.467756,-0.02346613
INNCY093,Strategic counts,0,Christchurch Road,Lambeth,Inner,A Road,1,530999.996,173239.9998,51.443002,-0.11647305
INNCY094,Strategic counts,0,Dulwich Common,Southwark,Inner,A Road,1,534338.6274,173343.5202,51.443155,-0.06841842
INNCY095,Strategic counts,0,Tulse Hill,Lambeth,Inner,A Road,1,531201.0106,174410.0049,51.453478,-0.11313442
INNCY096,Strategic counts,0,Lausanne Road,Lewisham,Inner,A Road,1,535366.8855,176560.5293,51.471819,-0.052405606
INNCY097,Strategic counts,0,Denmark Hill,Lambeth,Inner,A Road,1,532665.1768,176060.7424,51.467965,-0.091458411
INNCY098,Strategic counts,0,Lordship Lane,Southwark,Inner,A Road,1,533682.9802,174456.4116,51.453312,-0.077431696
INNCY099,Strategic counts,0,Norwood Road,Lambeth,Inner,A Road,1,531765.6489,172685.5285,51.437846,-0.1056637
INNCY100,Strategic counts,0,Kirkdale,Lewisham,Inner,A Road,1,534968,172025,51.431161,-0.059860949
INNCY101,Strategic counts,0,Tooting Bec Road,Wandsworth,Inner,A Road,1,528415.6806,172056.7085,51.432961,-0.15406139
INNCY102,Strategic counts,0,Trinity Road,Wandsworth,Inner,A Road,1,526988.6666,173916.0863,51.449999,-0.17391178
INNCY103,Strategic counts,0,Roehampton Lane,Wandsworth,Inner,A Road,1,522130.5282,174213.0313,51.453735,-0.24368461
INNCY104,Strategic counts,0,Rocks Lane,Richmond upon Thames,Inner,A Road,1,522551.9003,176230.0039,51.471772,-0.23693015
INNCY105,Strategic counts,0,Fulham Palace Road,Hammersmith & Fulham,Inner,A Road,1,523542.4125,178013.5534,51.487581,-0.22204628
INNCY106,Strategic counts,0,Battersea Rise,Wandsworth,Inner,A Road,1,527036.1335,174955.0589,51.459325,-0.1728486
INNCY107,Strategic counts,0,Lavendar Hill,Wandsworth,Inner,A Road,1,527983.8538,175604.433,51.464945,-0.15899042
INNCY108,Strategic counts,0,Merton High Street,Merton,Inner,A Road,1,526332.4999,170127.4608,51.416093,-0.18469742
INNCY109,Strategic counts,0,Putney Bridge Road,Wandsworth,Inner,A Road,1,524568.7989,175243.7662,51.462462,-0.2082525
INNCY110,Strategic counts,0,Poynders Road,Lambeth,Inner,A Road,1,529333.8176,174023.1157,51.45043,-0.14014485
INNCY111,Strategic counts,0,Junction Road,Islington,Inner,A Road,1,529190.8235,186065.2686,51.558681,-0.13779494
INNCY112,Strategic counts,0,Harrow Road,Westminster,Inner,A Road,1,523943.947,182461.9801,51.527468,-0.21471196
INNCY113,Strategic counts,0,Holland Road,Kensington & Chelsea,Inner,A Road,1,524145.9097,179600.969,51.501711,-0.21280821
INNCY114,Strategic counts,0,Cromwell Road,Kensington & Chelsea,Inner,A Road,1,526066.4483,178881.6749,51.494825,-0.18540341
INNCY115,Strategic counts,0,Marylebone Road,Westminster,Inner,A Road,1,528466.5938,182104.2225,51.523249,-0.14967734
INNCY116,Strategic counts,0,Vauxhall Bridge Road,Westminster,Inner,A Road,1,529591.484,178566.6251,51.491198,-0.13476966
INNCY117,Strategic counts,0,Talgarth Road,Hammersmith & Fulham,Inner,A Road,1,524234.5771,178360.0142,51.490548,-0.21196278
INNCY118,Strategic counts,0,Holloway Road,Islington,Inner,A Road,1,529750.8281,186661.0581,51.563908,-0.12950165
INNCY119,Strategic counts,0,Wellington Road,Westminster,Inner,A Road,1,527023.3454,182926.2372,51.530963,-0.17016921
INNCY120,Strategic counts,0,Bayswater Road,Westminster,Inner,A Road,1,527115.6406,180848.7318,51.512267,-0.16959256
INNCY121,Strategic counts,0,Old Brompton Road,Kensington & Chelsea,Inner,A Road,1,526101.0034,178444.0002,51.49089,-0.18505549
INNCY122,Strategic counts,0,Camden Road,Camden,Inner,A Road,1,529461.8717,184552.0418,51.545022,-0.13444427
INNCY123,Strategic counts,0,Edgware Road (Maida Vale),Westminster,Inner,A Road,1,526604.4963,182183.5897,51.524379,-0.17647322
INNCY124,Strategic counts,0,Edgware Road (Lisson Grove),Westminster,Inner,A Road,1,527515.9878,181222.3849,51.515538,-0.16369635
INNCY125,Strategic counts,0,Sloane Street,Kensington & Chelsea,Inner,A Road,1,527917.4315,179065.4723,51.496063,-0.15868771
INNCY126,Strategic counts,0,Pembridge Villas,Kensington & Chelsea,Inner,A Road,1,525294.3066,181054.9828,51.514525,-0.19574697
INNCY127,Strategic counts,0,Bishop's Bridge Road,Westminster,Inner,A Road,1,525922.0031,181270.0013,51.516327,-0.18662447
INNCY128,Strategic counts,0,Park Lane,Westminster,Inner,A Road,1,528255.1492,180336.6984,51.507409,-0.1533597
INNCY129,Strategic counts,0,Grosvenor Place,Westminster,Inner,A Road,1,528550.9655,179563.2498,51.500395,-0.14939288
INNCY130,Strategic counts,0,Brecknock Road,Camden,Inner,A Road,1,529535.0631,185409.0665,51.552706,-0.13306247
INNCY131,Strategic counts,0,Harrow Road,Westminster,Inner,A Road,1,525425.9555,181900.1509,51.522099,-0.19355931
INNCY132,Strategic counts,0,Stamford Hill,Hackney,Inner,A Road,1,533653.4051,186933.67,51.565442,-0.073123808
INNCY133,Strategic counts,0,Caledonian Road,Islington,Inner,A Road,1,530647.0745,184348.9799,51.542915,-0.11742658
INNCY134,Strategic counts,0,City Road,Islington,Inner,A Road,1,532131.6802,182892.8867,51.529486,-0.096585456
INNCY135,Strategic counts,0,Kingsland Road,Hackney,Inner,A Road,1,533475.8725,183701.3453,51.53644,-0.076915584
INNCY136,Strategic counts,0,Commercial Street,Tower Hamlets,Inner,A Road,1,533691.8766,181843.717,51.519692,-0.074507706
INNCY137,Strategic counts,0,Upper Clapton Road,Hackney,Inner,A Road,1,534553.1062,186943.0174,51.565318,-0.060143268
INNCY138,Strategic counts,0,Holloway Road,Islington,Inner,A Road,1,531209.1403,185167.8455,51.550145,-0.10902199
INNCY139,Strategic counts,0,Crouch Hill,Islington,Inner,A Road,1,530573.8583,187490.5706,51.571168,-0.11732744
INNCY140,Strategic counts,0,Victoria Park Road,Hackney,Inner,A Road,1,536426.145,184639.4668,51.544164,-0.034030697
INNCY141,Strategic counts,0,Commercial Road,Tower Hamlets,Inner,A Road,1,534990.0614,181286.5265,51.514378,-0.056009925
INNCY142,Strategic counts,0,Green Lanes,Hackney,Inner,A Road,1,532485.0965,185927.3981,51.556677,-0.090343706
INNCY143,Strategic counts,0,Graham Road,Hackney,Inner,A Road,1,534637.9973,184847.9971,51.546463,-0.059733856
INNCY144,Strategic counts,0,The Highway,Tower Hamlets,Inner,A Road,1,534704.4938,180731.0055,51.509459,-0.060340878
INNCY145,Strategic counts,0,Bethnal Green Road,Tower Hamlets,Inner,A Road,1,534236.4794,182589.0537,51.526267,-0.066373472
INNCY146,Strategic counts,0,Homerton High Street,Hackney,Inner,A Road,1,535838.9977,185118.9995,51.54861,-0.042319995
INNCY147,Strategic counts,0,Upper Street,Islington,Inner,A Road,1,531662.6021,184188.016,51.541242,-0.10285839
INNCY148,Strategic counts,0,New North Road,Islington,Inner,A Road,1,532573.6814,183649.5601,51.536185,-0.089932621
INNCY149,Strategic counts,0,Balls Pond Road,Hackney,Inner,A Road,1,533009,184816,51.54657,-0.083209454
INNCY150,Strategic counts,0,East India Dock Road,Tower Hamlets,Inner,A Road,1,537986.7949,181016.4838,51.511229,-0.012966848
INNCY151,Strategic counts,0,Essex Road (Canonbury),Islington,Inner,A Road,1,532420.2243,184362.8659,51.542628,-0.091869304
INNCY152,Strategic counts,0,Rotherhithe Tunnel,Southwark,Inner,A Road,1,535525.001,180356.0029,51.505893,-0.048661813
